0.49,Total functional habitat
223.49,Maximum habitat
10.00,Channel width threshold
0.01,Slope threshold
1,Omit tidal reaches
UNIQUE_ID,type,catchmentID,habitat_sqkm,habitatSegment_sqkm,functional_habitatSegment_sqkm,PassageToHabitat,Decision,HUC6_location,HUC10_location
6232986,outlet,6232986.0,0.17426825125986,0.10824464749439999,0.10824464749439999,1.0,outlet,7/30/2008 0:00:00,12885
12055588,outlet,12055588.0,0.04280718555359401,0.04280718555359401,0.04280718555359401,1.0,outlet,10/3/1999 0:00:00,47327
6241839,outlet,6241839.0,0.041754164747888,0.041754164747888,0.041754164747888,1.0,outlet,9/7/1999 0:00:00,6
8410527,outlet,8410527.0,0.022921333116785996,0.022921333116785996,0.022921333116785996,1.0,outlet,10/3/1999 0:00:00,45598
6263216,outlet,6263216.0,0.02049842843334,0.02049842843334,0.02049842843334,1.0,outlet,7/14/1999 0:00:00,15550
8410303,outlet,8410303.0,0.01799500818259,0.01799500818259,0.01799500818259,1.0,outlet,10/3/1999 0:00:00,45599
9496316,outlet,9496316.0,0.015971192873220002,0.015971192873220002,0.015971192873220002,1.0,outlet,10/11/1999 0:00:00,18517
8410525,outlet,8410525.0,0.013935043607404001,0.013935043607404001,0.013935043607404001,1.0,outlet,10/3/1999 0:00:00,45600
6263208,outlet,6263208.0,0.011667356298639998,0.011667356298639998,0.011667356298639998,1.0,outlet,7/14/1999 0:00:00,15555
12055564,outlet,12055564.0,0.010964614862334,0.010964614862334,0.010964614862334,1.0,outlet,10/3/1999 0:00:00,47384
8412433,outlet,8412433.0,0.010341478180814,0.010341478180814,0.010341478180814,1.0,outlet,10/3/1999 0:00:00,45575
9496230,outlet,9496230.0,0.009183653162563001,0.009183653162563001,0.009183653162563001,1.0,outlet,10/11/1999 0:00:00,18538
8376871,outlet,8376871.0,0.009024163628353,0.009024163628353,0.009024163628353,1.0,outlet,9/14/2009 0:00:00,84314
4763920,outlet,4763920.0,0.00858600339101,0.00858600339101,0.00858600339101,1.0,outlet,9/14/2009 0:00:00,80744
4763260,outlet,4763260.0,0.007279125503769,0.007279125503769,0.007279125503769,1.0,outlet,8/11/1999 0:00:00,80768
12058540,outlet,12058540.0,0.007234661456448,0.007234661456448,0.007234661456448,1.0,outlet,10/13/1999 0:00:00,47143
6262688,outlet,6262688.0,0.007205026565615999,0.007205026565615999,0.007205026565615999,1.0,outlet,7/14/1999 0:00:00,15532
8412429,outlet,8412429.0,0.007190151368958001,0.007190151368958001,0.007190151368958001,1.0,outlet,10/3/1999 0:00:00,45576
12058092,outlet,12058092.0,0.007134940957648,0.007134940957648,0.007134940957648,1.0,outlet,10/13/1999 0:00:00,47152
9509262,outlet,9509262.0,0.00710776744027,0.00710776744027,0.00710776744027,1.0,outlet,9/7/1999 0:00:00,17240
8410543,outlet,8410543.0,0.007097285787504001,0.007097285787504001,0.007097285787504001,1.0,outlet,8/20/2005 0:00:00,45583
6263204,outlet,6263204.0,0.007095737405952,0.007095737405952,0.007095737405952,1.0,outlet,7/14/1999 0:00:00,15538
12058534,outlet,12058534.0,0.006772285764782,0.006772285764782,0.006772285764782,1.0,outlet,7/22/2008 0:00:00,47145
12058520,outlet,12058520.0,0.006656421106847999,0.006656421106847999,0.006656421106847999,1.0,outlet,7/22/2008 0:00:00,47150
4763312,outlet,4763312.0,0.006544953339535,0.006544953339535,0.006544953339535,1.0,outlet,8/11/1999 0:00:00,80803
6263214,outlet,6263214.0,0.00592612309788,0.00592612309788,0.00592612309788,1.0,outlet,7/14/1999 0:00:00,15534
9509656,outlet,9509656.0,0.0058740039386959994,0.0058740039386959994,0.0058740039386959994,1.0,outlet,9/7/1999 0:00:00,17223
4763276,outlet,4763276.0,0.0050569408518750004,0.0050569408518750004,0.0050569408518750004,1.0,outlet,8/11/1999 0:00:00,81775
12058106,outlet,12058106.0,0.0047939235542249995,0.0047939235542249995,0.0047939235542249995,1.0,outlet,10/13/1999 0:00:00,47151
4763250,outlet,4763250.0,0.004348578066704,0.004348578066704,0.004348578066704,1.0,outlet,8/11/1999 0:00:00,80801
9496306,outlet,9496306.0,0.00372079206161,0.00372079206161,0.00372079206161,1.0,outlet,10/11/1999 0:00:00,18529
8376687,outlet,8376687.0,0.0036867332264840006,0.0036867332264840006,0.0036867332264840006,1.0,outlet,9/14/2009 0:00:00,84288
8376709,outlet,8376709.0,0.0034454084967379998,0.0034454084967379998,0.0034454084967379998,1.0,outlet,8/13/1999 0:00:00,84278
4763290,outlet,4763290.0,0.003292762326986,0.003292762326986,0.003292762326986,1.0,outlet,8/11/1999 0:00:00,80802
8376675,outlet,8376675.0,0.0031845941745280004,0.0031845941745280004,0.0031845941745280004,1.0,outlet,8/13/1999 0:00:00,84306
8378197,outlet,8378197.0,0.002859422557446,0.002859422557446,0.002859422557446,1.0,outlet,8/13/1999 0:00:00,84255
9454953,outlet,9454953.0,0.00268424163,0.00268424163,0.00268424163,1.0,outlet,7/30/2008 0:00:00,36935
12058514,outlet,12058514.0,0.0022875266641079997,0.0022875266641079997,0.0022875266641079997,1.0,outlet,10/13/1999 0:00:00,47156
12058536,outlet,12058536.0,0.0022478973612480003,0.0022478973612480003,0.0022478973612480003,1.0,outlet,10/13/1999 0:00:00,47144
8412439,outlet,8412439.0,0.0022312244125200003,0.0022312244125200003,0.0022312244125200003,1.0,outlet,10/3/1999 0:00:00,45574
9509250,outlet,9509250.0,0.0021445053448,0.0021445053448,0.0021445053448,1.0,outlet,9/7/1999 0:00:00,17239
8412509,outlet,8412509.0,0.001982684432638,0.001982684432638,0.001982684432638,1.0,outlet,10/3/1999 0:00:00,45536
8378185,outlet,8378185.0,0.0016847498419980001,0.0016847498419980001,0.0016847498419980001,1.0,outlet,8/13/1999 0:00:00,84258
8412771,outlet,8412771.0,0.0015387502311720001,0.0015387502311720001,0.0015387502311720001,1.0,outlet,10/3/1999 0:00:00,45537
10231967,outlet,10231967.0,0.0014002597956920004,0.0014002597956920004,0.0014002597956920004,1.0,outlet,10/3/1999 0:00:00,119365
8415625,outlet,8415625.0,2.194746961e-05,2.194746961e-05,2.194746961e-05,1.0,outlet,9/23/2009 0:00:00,46559
NY_163-0154,dam,4147748.0,0.005218754456448,0.005218754456448,0.0,0.0,keep,Upper Delaware,Neversink River
NY_163-0163,dam,4147698.0,0.011512114873266,0.011512114873266,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_163-0151,dam,4147738.0,0.0033410725194480003,0.0033410725194480003,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_161-3377A,dam,1748707.0,0.12870061392760002,0.12870061392760002,0.0,0.0,keep,Upper Delaware,Upper East Branch Delaware River
NY_161-3661,dam,1748541.0,0.29519763759134,0.29519763759134,0.0,0.0,keep,Upper Delaware,Upper East Branch Delaware River
NY_162-0364,dam,1750481.0,0.00019460278913399997,0.00019460278913399997,0.0,0.0,keep,Upper Delaware,Willowemoc Creek
NY_163-0168,dam,4147796.0,0.025537713466368,0.025537713466368,0.0,0.0,keep,Upper Delaware,Basher Kill
NY_161-0474,dam,1748621.0,0.024803755527985,0.024803755527985,0.0,0.0,keep,Upper Delaware,Beaver Kill
NY_161-3059,dam,1748621.0,0.024803755527985,0.024803755527985,0.0,0.0,keep,Upper Delaware,Beaver Kill
NY_163-0135,dam,4148014.0,0.004119699320655,0.004119699320655,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_163-0153,dam,4147748.0,0.005218754456448,0.005218754456448,0.0,0.0,keep,Upper Delaware,Neversink River
NY_161-0558,dam,1748741.0,0.0061125716185799995,0.0061125716185799995,0.0,0.0,keep,Upper Delaware,Upper East Branch Delaware River
NY_162-0432,dam,4147380.0,0.07978271290666,0.07978271290666,0.0,0.0,keep,Upper Delaware,Neversink River
NY_162-0806,dam,6200550.0,0.0028474903023839996,0.0028474903023839996,0.0,0.0,keep,Upper Hudson,Upper Rondout Creek
NY_162-4478,dam,4147448.0,0.0035323872544260003,0.0035323872544260003,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_162-1306,dam,4147410.0,0.027053957020912,0.027053957020912,0.0,0.0,keep,Upper Delaware,Neversink River
NY_163-0110,dam,4147886.0,0.000649493503995,0.000649493503995,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_162-1383,dam,1750611.0,0.022285061535,0.022285061535,0.0,0.0,keep,Upper Delaware,Willowemoc Creek
NY_163-0105,dam,4147884.0,0.001088028795108,0.001088028795108,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_162-1411,dam,4147436.0,0.00471434715716,0.00471434715716,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_162-1613,dam,4147438.0,0.01101503338936,0.01101503338936,0.0,0.0,keep,Upper Delaware,Mongaup River
NY_162-3080,dam,1750503.0,0.015838279894944,0.015838279894944,0.0,0.0,keep,Upper Delaware,Willowemoc Creek
NY_162-3166,dam,4148050.0,0.001940668027488,0.001940668027488,0.0,0.0,keep,Upper Delaware,Neversink River
NY_162-4477,dam,4147456.0,0.008775707132711998,0.008775707132711998,0.0,0.0,keep,Upper Delaware,Neversink River
