Total functional habitat: 12.78
Maximum habitat: 233.73
Channel width threshold: 10.00
Slope threshold: 0.01
Omit tidal reaches: 0
UNIQUE_ID, type, catchmentID, habitat_sqkm, habitatSegment_sqkm, functional_habitatSegment_sqkm, PassageToHabitat, Decision
6170754,outlet,6170754.0,1.0091880680814203,1.0091880680814203,1.0091880680814203,1.0,outlet
5205314,outlet,5205314.0,0.8094084133117903,0.8346665081047083,0.8346665081047083,1.0,outlet
7703046,outlet,7703046.0,0.68524411255105,0.68524411255105,0.68524411255105,1.0,outlet
5205320,outlet,5205320.0,0.627041994723088,0.627041994723088,0.627041994723088,1.0,outlet
2678762,outlet,2678762.0,0.6123106352919726,0.6123106352919726,0.6123106352919726,1.0,outlet
1737140,outlet,1737140.0,0.5525166883526378,0.5525166883526378,0.5525166883526378,1.0,outlet
5197182,outlet,5197182.0,0.46664290678152043,0.46664290678152043,0.46664290678152043,1.0,outlet
6130319,outlet,6130319.0,0.34642633172431886,0.34642633172431886,0.34642633172431886,1.0,outlet
9316927,outlet,9316927.0,0.32122344686822396,0.32122344686822396,0.32122344686822396,1.0,outlet
6742822,outlet,6742822.0,0.30833569076840006,0.30833569076840006,0.30833569076840006,1.0,outlet
5205416,outlet,5205416.0,0.2969058644084562,0.2969058644084562,0.2969058644084562,1.0,outlet
2676916,outlet,2676916.0,0.24239627596558824,0.24239627596558824,0.24239627596558824,1.0,outlet
2681538,outlet,2681538.0,0.46424887112257424,0.2239714209074894,0.2239714209074894,1.0,outlet
6178614,outlet,6178614.0,0.20542100613062747,0.20542100613062747,0.20542100613062747,1.0,outlet
2676304,outlet,2676304.0,0.6658475759717328,0.20060836332077364,0.20060836332077364,1.0,outlet
5881881,outlet,5881881.0,0.16371012617891226,0.16371012617891226,0.16371012617891226,1.0,outlet
6141214,outlet,6141214.0,0.15803402199636007,0.15803402199636007,0.15803402199636007,1.0,outlet
5205436,outlet,5205436.0,0.14377564541876298,0.14377564541876298,0.14377564541876298,1.0,outlet
7733919,outlet,7733919.0,0.1648590273466912,0.13191135708533352,0.13191135708533352,1.0,outlet
2676686,outlet,2676686.0,0.12789524249724707,0.12789524249724707,0.12789524249724707,1.0,outlet
2678314,outlet,2678314.0,0.12681934218000102,0.12681934218000102,0.12681934218000102,1.0,outlet
5867683,outlet,5867683.0,0.2550838041305973,0.12052881516343722,0.12052881516343722,1.0,outlet
2685846,outlet,2685846.0,0.11464265764029834,0.11464265764029834,0.11464265764029834,1.0,outlet
5846372,outlet,5846372.0,0.10959971826302069,0.10959971826302069,0.10959971826302069,1.0,outlet
6724895,outlet,6724895.0,0.09299851648056498,0.09299851648056498,0.09299851648056498,1.0,outlet
2678346,outlet,2678346.0,0.08406950910941853,0.08406950910941853,0.08406950910941853,1.0,outlet
2685766,outlet,2685766.0,0.08239456800980613,0.08239456800980613,0.08239456800980613,1.0,outlet
2677500,outlet,2677500.0,0.08132141852199515,0.08132141852199515,0.08132141852199515,1.0,outlet
7733853,outlet,7733853.0,0.08027272387130953,0.08009148629905753,0.08009148629905753,1.0,outlet
6141190,outlet,6141190.0,0.07842854481750051,0.07842854481750051,0.07842854481750051,1.0,outlet
6178248,outlet,6178248.0,0.07621303423996718,0.07621303423996718,0.07621303423996718,1.0,outlet
5867753,outlet,5867753.0,0.0730859612074788,0.0730859612074788,0.0730859612074788,1.0,outlet
6134087,outlet,6134087.0,0.07207872470507688,0.07207872470507688,0.07207872470507688,1.0,outlet
6724863,outlet,6724863.0,0.071560791216048,0.071560791216048,0.071560791216048,1.0,outlet
6177670,outlet,6177670.0,0.07067300561573155,0.07067300561573155,0.07067300561573155,1.0,outlet
5846422,outlet,5846422.0,0.06631797128681001,0.06631797128681001,0.06631797128681001,1.0,outlet
6724819,outlet,6724819.0,0.063353205199714,0.063353205199714,0.063353205199714,1.0,outlet
6178292,outlet,6178292.0,0.06137275756692964,0.06137275756692964,0.06137275756692964,1.0,outlet
6168954,outlet,6168954.0,0.06065812221781012,0.06065812221781012,0.06065812221781012,1.0,outlet
5878885,outlet,5878885.0,0.054675999537652474,0.054675999537652474,0.054675999537652474,1.0,outlet
5878883,outlet,5878883.0,0.05175355434957355,0.05175355434957355,0.05175355434957355,1.0,outlet
2677064,outlet,2677064.0,0.0492473574672337,0.0492473574672337,0.0492473574672337,1.0,outlet
7733789,outlet,7733789.0,0.046026743500994026,0.046026743500994026,0.046026743500994026,1.0,outlet
2680262,outlet,2680262.0,0.04353720446783051,0.04353720446783051,0.04353720446783051,1.0,outlet
6719555,outlet,6719555.0,0.04311124891104265,0.04311124891104265,0.04311124891104265,1.0,outlet
5860733,outlet,5860733.0,0.042888000971372235,0.042888000971372235,0.042888000971372235,1.0,outlet
2676736,outlet,2676736.0,0.04276153157919303,0.04276153157919303,0.04276153157919303,1.0,outlet
2676306,outlet,2676306.0,0.04267925222905203,0.04267925222905203,0.04267925222905203,1.0,outlet
5863953,outlet,5863953.0,0.04032239142169953,0.04032239142169953,0.04032239142169953,1.0,outlet
