0.98,Total functional habitat
25.77,Maximum habitat
10.00,Channel width threshold
0.0,Slope threshold
1,Omit tidal reaches
UNIQUE_ID,type,catchmentID,habitat_sqkm,habitatSegment_sqkm,functional_habitatSegment_sqkm,PassageToHabitat,Decision,HUC6_location,HUC10_location
1978700,outlet,1978700.0,0.7553867828976599,0.7553867828976599,0.7553867828976599,1.0,outlet,Aucilla-Waccasassa,Ecofina River
2287399,outlet,2287399.0,0.20427927905481502,0.20427927905481502,0.20427927905481502,1.0,outlet,Aucilla-Waccasassa,Ecofina River
16918238,outlet,16918238.0,0.011098379067296,0.011098379067296,0.011098379067296,1.0,outlet,Tampa Bay,Alligator Creek-Salt Creek Frontal
16918814,outlet,16918814.0,0.0036220006218749996,0.0036220006218749996,0.0036220006218749996,1.0,outlet,Tampa Bay,Alafia River
16918002,outlet,16918002.0,0.002896009887936,0.002896009887936,0.002896009887936,1.0,outlet,Tampa Bay,Alligator Creek-Salt Creek Frontal
u9914,dam,6369136.0,0.002099633816007,0.002099633816007,0.0,0.0,keep,Altamaha,House Creek-Ocmulgee River
u9923,dam,6382807.0,0.006991013150848999,0.006991013150848999,0.0,0.0,keep,Altamaha,Little Ocmulgee River
u9922,dam,6382749.0,0.012564316923111002,0.012564316923111002,0.0,0.0,keep,Altamaha,Little Ocmulgee River
u9921,dam,6382583.0,0.00020207904505000003,0.00020207904505000003,0.0,0.0,keep,Altamaha,Little Ocmulgee River
u9920,dam,6382377.0,0.00437215993008,0.00437215993008,0.0,0.0,keep,Altamaha,Alligator Creek
u9919,dam,6381497.0,0.00669698748792,0.00669698748792,0.0,0.0,keep,Altamaha,Sugar Creek
u9918,dam,6381837.0,0.00016655043290399998,0.00016655043290399998,0.0,0.0,keep,Altamaha,Sugar Creek
u9917,dam,6381183.0,0.006377888656042,0.006377888656042,0.0,0.0,keep,Altamaha,Alligator Creek
u9916,dam,6381075.0,0.0022246002784400004,0.0022246002784400004,0.0,0.0,keep,Altamaha,Alligator Creek
u9915,dam,6381051.0,0.0019833633024490004,0.0019833633024490004,0.0,0.0,keep,Altamaha,Alligator Creek
2236023,outlet,2236023.0,0.0,0.0,0.0,1.0,outlet,Aucilla-Waccasassa,Waccasassa Bay-Gulf of Mexico
u9924,dam,6382831.0,0.005916453954978,0.005916453954978,0.0,0.0,keep,Altamaha,Sugar Creek
u9912,dam,6365462.0,0.001337349856626,0.001337349856626,0.0,0.0,keep,Altamaha,Cedar Creek-Ocmulgee River
u9911,dam,6364818.0,0.007191461550883999,0.007191461550883999,0.0,0.0,keep,Altamaha,Cedar Creek-Ocmulgee River
u9909,dam,6364766.0,0.004691599588728,0.004691599588728,0.0,0.0,keep,Altamaha,Cedar Creek-Ocmulgee River
u9908,dam,6365110.0,0.0057410329833,0.0057410329833,0.0,0.0,keep,Altamaha,Cedar Creek-Ocmulgee River
u9907,dam,6364228.0,0.0155871811962,0.0155871811962,0.0,0.0,keep,Altamaha,Limestone Creek-Ocmulgee River
u9906,dam,6363830.0,0.005018047639584,0.005018047639584,0.0,0.0,keep,Altamaha,Big Creek
u9905,dam,6363720.0,0.004437676778879999,0.004437676778879999,0.0,0.0,keep,Altamaha,Big Indian Creek
u9904,dam,6361458.0,0.002312479540048,0.002312479540048,0.0,0.0,keep,Altamaha,Big Indian Creek
u9903,dam,6361296.0,0.00064670993842,0.00064670993842,0.0,0.0,keep,Altamaha,Sandy Run-Ocmulgee River
u9902,dam,6343100.0,0.000562754351754,0.000562754351754,0.0,0.0,keep,Altamaha,Echeconnee Creek
u9901,dam,6342634.0,0.006240907422404999,0.006240907422404999,0.0,0.0,keep,Altamaha,Tobesofkee Creek
u9900,dam,6341494.0,0.00041093278060500005,0.00041093278060500005,0.0,0.0,keep,Altamaha,Walnut Creek-Ocmulgee River
u9913,dam,6365668.0,0.000339542117508,0.000339542117508,0.0,0.0,keep,Altamaha,Cedar Creek-Ocmulgee River
u9926,dam,6383087.0,0.000778445197848,0.000778445197848,0.0,0.0,keep,Altamaha,Gum Swamp Creek
u9925,dam,6383039.0,0.002219666202784,0.002219666202784,0.0,0.0,keep,Altamaha,Alligator Creek
u9938,dam,6397721.0,0.028089140971536,0.028089140971536,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9998,dam,14344488.0,0.00256797955605,0.00256797955605,0.0,0.0,keep,Altamaha,Cobb Creek-Altamaha River
u9997,dam,14344426.0,0.0037712463620569996,0.0037712463620569996,0.0,0.0,keep,Altamaha,Cobb Creek-Altamaha River
u9996,dam,14344318.0,0.015894025855279,0.015894025855279,0.0,0.0,keep,Altamaha,Cobb Creek-Altamaha River
u9995,dam,14343530.0,0.00044608407574500003,0.00044608407574500003,0.0,0.0,keep,Altamaha,Mushmelon Creek-Altamaha River
u9961,dam,9911491.0,0.02466165860276,0.02466165860276,0.0,0.0,keep,St. Marys-Satilla,Upper Big Satilla Creek
u9943,dam,6398719.0,0.001573993491792,0.001573993491792,0.0,0.0,keep,St. Marys-Satilla,Upper Satilla River
u9942,dam,6398707.0,0.000302455755368,0.000302455755368,0.0,0.0,keep,St. Marys-Satilla,Upper Satilla River
u9941,dam,6398447.0,0.01380013748499,0.01380013748499,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9940,dam,6398447.0,0.01380013748499,0.01380013748499,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9939,dam,6398439.0,0.006784651270320001,0.006784651270320001,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9937,dam,6397029.0,0.0026994842493,0.0026994842493,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9898,dam,6341030.0,0.00589600065246,0.00589600065246,0.0,0.0,keep,Altamaha,Echeconnee Creek
u9936,dam,6397025.0,0.008845976307520001,0.008845976307520001,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9935,dam,6398171.0,0.0007201259014799999,0.0007201259014799999,0.0,0.0,keep,St. Marys-Satilla,Pudding Creek-Satilla River
u9934,dam,6392335.0,0.00148566981827,0.00148566981827,0.0,0.0,keep,St. Marys-Satilla,Upper Satilla River
u9933,dam,6392329.0,0.0005393284991639999,0.0005393284991639999,0.0,0.0,keep,St. Marys-Satilla,Upper Satilla River
u9932,dam,6391895.0,0.005062182846947,0.005062182846947,0.0,0.0,keep,St. Marys-Satilla,Upper Satilla River
u9931,dam,6391055.0,0.000978526332885,0.000978526332885,0.0,0.0,keep,St. Marys-Satilla,Hurricane Creek
u9930,dam,6390949.0,0.041485938270804004,0.041485938270804004,0.0,0.0,keep,St. Marys-Satilla,Seventeen Mile River
u9929,dam,6390429.0,0.000397132985984,0.000397132985984,0.0,0.0,keep,St. Marys-Satilla,Rose Creek-Seventeen Mile River
u9928,dam,6390351.0,0.006412125437641,0.006412125437641,0.0,0.0,keep,St. Marys-Satilla,Hog Creek
u9927,dam,6390351.0,0.006412125437641,0.006412125437641,0.0,0.0,keep,St. Marys-Satilla,Hog Creek
u9899,dam,6341312.0,0.031042401345736003,0.031042401345736003,0.0,0.0,keep,Altamaha,Tobesofkee Creek
u9895,dam,6340236.0,0.011524781655921001,0.011524781655921001,0.0,0.0,keep,Altamaha,Tobesofkee Creek
u9897,dam,6340554.0,0.006583124791285,0.006583124791285,0.0,0.0,keep,Altamaha,Tobesofkee Creek
u9845,dam,2143329.0,0.0014235684111039999,0.0014235684111039999,0.0,0.0,keep,Suwannee,Ty Ty Creek
u9855,dam,2147135.0,0.000375760227293,0.000375760227293,0.0,0.0,keep,Suwannee,Ty Ty Creek
u9854,dam,2146675.0,0.00450954556815,0.00450954556815,0.0,0.0,keep,Suwannee,Upper Little River
